Carrera Escogida,Escuela de Origen,Municipio,Estado,Sexo,Estado Civil,calFin,Paso
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL JALTOCAN,HUEJUTLA DE REYES,MEXICO,HOMBRE,DIVORCIADO,8,1
TSU EN GASTRONOMIA,COBAEH PLANTEL SANTA CATARINA,HUEJUTLA DE REYES,JALISCO,HOMBRE,SOLTERO,10,1
TSU EN MERCADOTECNIA,COBAEH ATLAPEXCO,TLANCHINOL,JALISCO,MUJER,SOLTERO,3,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,YAHUALICA,JALISCO,HOMBRE,CASADO,1,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL PACHUCA,YAHUALICA,JALISCO,MUJER,DIVORCIADO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CBTA # 5 (HUEJUTLA),YAHUALICA,PUEBLA,HOMBRE,VIUDO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,HIDALGO,MUJER,SOLTERO,6,0
TSU EN GASTRONOMIA,CECYTEH PLANTEL POXINDEJE,TLANCHINOL,MEXICO,HOMBRE,VIUDO,9,1
TSU EN MECATRONICA Area Automatizacion,COBAEH ATLAPEXCO,HUEJUTLA DE REYES,HIDALGO,HOMBRE,SOLTERO,10,1
TSU EN CONTADURIA,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,HIDALGO,HOMBRE,SOLTERO,10,1
TSU EN CONTADURIA,CECYTE ATLAPEXCO,TLANCHINOL,YUCATAN,MUJER,CASADO,7,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL SANTA CATARINA,HUEJUTLA DE REYES,JALISCO,MUJER,DIVORCIADO,10,1
TSU EN CONSTRUCCION,CECYTE HUEJUTLA,HUEJUTLA DE REYES,PUEBLA,HOMBRE,CASADO,10,1
TSU EN MECATRONICA Area Automatizacion,CECYTE ATLAPEXCO,TLANCHINOL,JALISCO,HOMBRE,DIVORCIADO,9,1
TSU EN CONTADURIA,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,JALISCO,HOMBRE,VIUDO,9,1
TSU EN MECATRONICA Area Automatizacion,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,YAHUALICA,HIDALGO,HOMBRE,DIVORCIADO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CONALEP CIUDAD AZTECA,ATLAPEXCO,YUCATAN,MUJER,VIUDO,1,0
TSU EN MECATRONICA Area Automatizacion,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,JALISCO,MUJER,SOLTERO,9,1
TSU EN PROCESOS ALIMENTARIOS,CONALEP CIUDAD AZTECA,ATLAPEXCO,MEXICO,MUJER,VIUDO,8,1
TSU EN GASTRONOMIA,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,MEXICO,HOMBRE,VIUDO,8,1
TSU EN CONTADURIA,COBAEH ATLAPEXCO,HUEJUTLA DE REYES,JALISCO,HOMBRE,SOLTERO,9,1
TSU EN MECATRONICA Area Automatizacion,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,HIDALGO,MUJER,VIUDO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL PACHUCA,TLANCHINOL,HIDALGO,HOMBRE,VIUDO,8,1
TSU EN AGROBIOTECNOLOGIA,COBAEH ATLAPEXCO,HUEJUTLA DE REYES,PUEBLA,MUJER,SOLTERO,4,0
TSU EN PROCESOS ALIMENTARIOS,CBTA # 5 (HUEJUTLA),TLANCHINOL,YUCATAN,MUJER,SOLTERO,2,0
TSU EN PROCESOS ALIMENTARIOS,CONALEP CIUDAD AZTECA,TLANCHINOL,HIDALGO,MUJER,SOLTERO,9,1
TSU EN CONSTRUCCION,CECYTEH PLANTEL PACHUCA,TLANCHINOL,PUEBLA,MUJER,DIVORCIADO,3,0
TSU EN MECATRONICA Area Automatizacion,CECYTE ATLAPEXCO,TLANCHINOL,MEXICO,HOMBRE,SOLTERO,9,1
TSU EN CONSTRUCCION,CECYTE ATLAPEXCO,TLANCHINOL,MEXICO,MUJER,SOLTERO,7,0
TSU EN CONSTRUCCION,COBAEH PLANTEL TIANGUISTENGO,ATLAPEXCO,MEXICO,HOMBRE,VIUDO,8,1
TSU EN AGROBIOTECNOLOGIA,CECYTEH PLANTEL SAN FELIPE,YAHUALICA,JALISCO,MUJER,CASADO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTE ATLAPEXCO,TLANCHINOL,YUCATAN,MUJER,CASADO,1,0
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL POXINDEJE,ATLAPEXCO,PUEBLA,MUJER,DIVORCIADO,2,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTEH PLANTEL SAN FELIPE,HUEJUTLA DE REYES,YUCATAN,MUJER,DIVORCIADO,8,1
TSU EN CONTADURIA,CECYTE ATLAPEXCO,TLANCHINOL,JALISCO,HOMBRE,CASADO,10,1
TSU EN CONSTRUCCION,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,PUEBLA,HOMBRE,CASADO,10,1
TSU EN GASTRONOMIA,COBAEH ATLAPEXCO,TLANCHINOL,PUEBLA,HOMBRE,SOLTERO,10,1
TSU EN MERCADOTECNIA,CECYTEH PLANTEL SAN FELIPE,ATLAPEXCO,HIDALGO,HOMBRE,VIUDO,8,1
TSU EN GASTRONOMIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,ATLAPEXCO,YUCATAN,MUJER,SOLTERO,10,1
TSU EN AGROBIOTECNOLOGIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),ATLAPEXCO,YUCATAN,HOMBRE,DIVORCIADO,4,0
TSU EN AGROBIOTECNOLOGIA,COBAEH ATLAPEXCO,YAHUALICA,HIDALGO,HOMBRE,CASADO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CBTA # 5 (HUEJUTLA),HUEJUTLA DE REYES,MEXICO,MUJER,DIVORCIADO,6,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL SANTA CATARINA,YAHUALICA,JALISCO,HOMBRE,SOLTERO,10,1
TSU EN CONTADURIA,COBAEH HUEJUTLA,TLANCHINOL,YUCATAN,HOMBRE,DIVORCIADO,8,1
TSU EN CONSTRUCCION,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,HIDALGO,HOMBRE,DIVORCIADO,10,1
TSU EN GASTRONOMIA,CECYTEH PLANTEL PACHUCA,ATLAPEXCO,PUEBLA,HOMBRE,VIUDO,10,1
TSU EN MERCADOTECNIA,COBAEH HUEJUTLA,HUEJUTLA DE REYES,HIDALGO,MUJER,DIVORCIADO,8,1
TSU EN AGROBIOTECNOLOGIA,COBAEH HUEJUTLA,ATLAPEXCO,MEXICO,MUJER,SOLTERO,10,1
TSU EN AGROBIOTECNOLOGIA,COBAEH HUEJUTLA,YAHUALICA,JALISCO,HOMBRE,VIUDO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,MEXICO,MUJER,DIVORCIADO,7,0
TSU EN MERCADOTECNIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),ATLAPEXCO,PUEBLA,HOMBRE,SOLTERO,8,1
TSU EN MERCADOTECNIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,PUEBLA,HOMBRE,CASADO,4,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,PUEBLA,HOMBRE,VIUDO,9,1
TSU EN AGROBIOTECNOLOGIA,COBAEH HUEJUTLA,YAHUALICA,PUEBLA,MUJER,DIVORCIADO,9,1
TSU EN CONTADURIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,YAHUALICA,HIDALGO,MUJER,DIVORCIADO,8,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL SAN FELIPE,TLANCHINOL,PUEBLA,MUJER,VIUDO,9,1
TSU EN MECATRONICA Area Automatizacion,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,PUEBLA,MUJER,SOLTERO,4,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CBTA # 5 (HUEJUTLA),ATLAPEXCO,HIDALGO,MUJER,DIVORCIADO,8,1
TSU EN MERCADOTECNIA,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,PUEBLA,MUJER,SOLTERO,6,0
TSU EN CONSTRUCCION,COBAEH ATLAPEXCO,HUEJUTLA DE REYES,MEXICO,HOMBRE,VIUDO,7,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,YAHUALICA,MEXICO,MUJER,DIVORCIADO,10,1
TSU EN CONTADURIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,TLANCHINOL,YUCATAN,HOMBRE,CASADO,3,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CONALEP CIUDAD AZTECA,ATLAPEXCO,MEXICO,HOMBRE,CASADO,9,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL MECATLAN,HUEJUTLA DE REYES,JALISCO,MUJER,CASADO,9,1
TSU EN GASTRONOMIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,JALISCO,HOMBRE,VIUDO,10,1
TSU EN MERCADOTECNIA,COBAEH PLANTEL MECATLAN,YAHUALICA,JALISCO,HOMBRE,DIVORCIADO,1,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CONALEP CIUDAD AZTECA,YAHUALICA,HIDALGO,HOMBRE,VIUDO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTE ATLAPEXCO,HUEJUTLA DE REYES,MEXICO,MUJER,DIVORCIADO,10,1
TSU EN MERCADOTECNIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,YAHUALICA,JALISCO,MUJER,CASADO,10,1
TSU EN CONTADURIA,CECYTEH PLANTEL PACHUCA,TLANCHINOL,YUCATAN,HOMBRE,CASADO,8,1
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,YAHUALICA,HIDALGO,MUJER,SOLTERO,9,1
TSU EN PROCESOS ALIMENTARIOS,CONALEP CIUDAD AZTECA,YAHUALICA,YUCATAN,HOMBRE,VIUDO,7,0
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL TEHUETLAN,YAHUALICA,MEXICO,MUJER,VIUDO,9,1
TSU EN GASTRONOMIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,PUEBLA,HOMBRE,SOLTERO,8,1
TSU EN MECATRONICA Area Automatizacion,COBAEH ATLAPEXCO,ATLAPEXCO,YUCATAN,HOMBRE,CASADO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),HUEJUTLA DE REYES,PUEBLA,MUJER,CASADO,5,0
TSU EN CONTADURIA,CECYTE HUEJUTLA,HUEJUTLA DE REYES,HIDALGO,MUJER,VIUDO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,YUCATAN,MUJER,DIVORCIADO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,YAHUALICA,YUCATAN,MUJER,CASADO,10,1
TSU EN MERCADOTECNIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,ATLAPEXCO,HIDALGO,MUJER,SOLTERO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL PACHUCA,TLANCHINOL,HIDALGO,HOMBRE,SOLTERO,2,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL POXINDEJE,YAHUALICA,JALISCO,HOMBRE,SOLTERO,10,1
TSU EN MECATRONICA Area Automatizacion,CBTA # 5 (HUEJUTLA),YAHUALICA,MEXICO,HOMBRE,VIUDO,10,1
TSU EN MERCADOTECNIA,COBAEH HUEJUTLA,YAHUALICA,YUCATAN,MUJER,VIUDO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),TLANCHINOL,YUCATAN,MUJER,VIUDO,10,1
TSU EN CONSTRUCCION,COBAEH PLANTEL SANTA CATARINA,HUEJUTLA DE REYES,HIDALGO,HOMBRE,VIUDO,7,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CONALEP CIUDAD AZTECA,TLANCHINOL,HIDALGO,HOMBRE,SOLTERO,8,1
TSU EN CONTADURIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,HUEJUTLA DE REYES,MEXICO,HOMBRE,SOLTERO,3,0
TSU EN CONTADURIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,HIDALGO,HOMBRE,VIUDO,9,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,PUEBLA,MUJER,VIUDO,6,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL SAN FELIPE,YAHUALICA,PUEBLA,HOMBRE,SOLTERO,9,1
TSU EN CONSTRUCCION,COBAEH PLANTEL TEHUETLAN,YAHUALICA,PUEBLA,MUJER,VIUDO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL JALTOCAN,YAHUALICA,PUEBLA,HOMBRE,VIUDO,10,1
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,MEXICO,MUJER,VIUDO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CBTA # 5 (HUEJUTLA),TLANCHINOL,YUCATAN,MUJER,VIUDO,8,1
TSU EN AGROBIOTECNOLOGIA,CBTA # 5 (HUEJUTLA),ATLAPEXCO,PUEBLA,MUJER,CASADO,9,1
TSU EN CONTADURIA,CECYTEH PLANTEL POXINDEJE,TLANCHINOL,HIDALGO,MUJER,VIUDO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH HUEJUTLA,YAHUALICA,PUEBLA,HOMBRE,SOLTERO,8,1
TSU EN PROCESOS ALIMENTARIOS,CONALEP CIUDAD AZTECA,ATLAPEXCO,MEXICO,HOMBRE,SOLTERO,7,0
TSU EN MERCADOTECNIA,CONALEP CIUDAD AZTECA,ATLAPEXCO,HIDALGO,HOMBRE,SOLTERO,10,1
TSU EN GASTRONOMIA,COBAEH PLANTEL TEHUETLAN,YAHUALICA,PUEBLA,MUJER,SOLTERO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTEH PLANTEL PACHUCA,TLANCHINOL,YUCATAN,HOMBRE,VIUDO,6,0
TSU EN GASTRONOMIA,CECYTE HUEJUTLA,YAHUALICA,HIDALGO,HOMBRE,CASADO,4,0
TSU EN CONSTRUCCION,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,HIDALGO,HOMBRE,DIVORCIADO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CECYTEH PLANTEL SAN FELIPE,ATLAPEXCO,YUCATAN,MUJER,DIVORCIADO,8,1
TSU EN PROCESOS ALIMENTARIOS,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,ATLAPEXCO,HIDALGO,MUJER,DIVORCIADO,4,0
TSU EN MECATRONICA Area Automatizacion,COBAEH ATLAPEXCO,YAHUALICA,PUEBLA,MUJER,DIVORCIADO,9,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH HUEJUTLA,ATLAPEXCO,HIDALGO,HOMBRE,SOLTERO,9,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL TIANGUISTENGO,HUEJUTLA DE REYES,PUEBLA,HOMBRE,VIUDO,5,0
TSU EN CONTADURIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,YUCATAN,HOMBRE,VIUDO,2,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,JALISCO,MUJER,DIVORCIADO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CBTA # 5 (HUEJUTLA),ATLAPEXCO,YUCATAN,HOMBRE,DIVORCIADO,8,1
TSU EN CONSTRUCCION,COBAEH PLANTEL SANTA CATARINA,YAHUALICA,PUEBLA,MUJER,CASADO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL TEHUETLAN,YAHUALICA,MEXICO,MUJER,CASADO,9,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL SANTA CATARINA,HUEJUTLA DE REYES,YUCATAN,MUJER,CASADO,3,0
TSU EN MECATRONICA Area Automatizacion,CECYTE HUEJUTLA,YAHUALICA,MEXICO,MUJER,SOLTERO,8,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH PLANTEL JALTOCAN,ATLAPEXCO,MEXICO,HOMBRE,VIUDO,9,1
TSU EN GASTRONOMIA,COBAEH ATLAPEXCO,ATLAPEXCO,PUEBLA,HOMBRE,SOLTERO,9,1
TSU EN CONSTRUCCION,CECYTE HUEJUTLA,YAHUALICA,PUEBLA,MUJER,SOLTERO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,JALISCO,HOMBRE,VIUDO,4,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH HUEJUTLA,TLANCHINOL,HIDALGO,MUJER,CASADO,8,1
TSU EN CONTADURIA,CBTA # 5 (HUEJUTLA),TLANCHINOL,YUCATAN,HOMBRE,VIUDO,5,0
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CECYTE ATLAPEXCO,ATLAPEXCO,PUEBLA,HOMBRE,DIVORCIADO,1,0
TSU EN MERCADOTECNIA,COBAEH HUEJUTLA,YAHUALICA,YUCATAN,MUJER,CASADO,9,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH HUEJUTLA,HUEJUTLA DE REYES,MEXICO,MUJER,VIUDO,1,0
TSU EN GASTRONOMIA,COBAEH PLANTEL TIANGUISTENGO,YAHUALICA,HIDALGO,MUJER,SOLTERO,8,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL JALTOCAN,HUEJUTLA DE REYES,JALISCO,MUJER,VIUDO,1,0
TSU EN PROCESOS ALIMENTARIOS,CECYTEH PLANTEL POXINDEJE,YAHUALICA,YUCATAN,HOMBRE,CASADO,5,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH PLANTEL TIANGUISTENGO,ATLAPEXCO,HIDALGO,MUJER,DIVORCIADO,10,1
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,COBAEH HUEJUTLA,TLANCHINOL,JALISCO,HOMBRE,SOLTERO,3,0
TSU EN MERCADOTECNIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,YUCATAN,MUJER,DIVORCIADO,7,0
TSU EN AGROBIOTECNOLOGIA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,HIDALGO,HOMBRE,DIVORCIADO,9,1
TSU EN AGROBIOTECNOLOGIA,CENTRO DE ESTUDIOS DE BACHILLERATO MAESTRO MOISES SAENZ GARZA,TLANCHINOL,PUEBLA,MUJER,SOLTERO,5,0
TSU EN GASTRONOMIA,CONALEP CIUDAD AZTECA,HUEJUTLA DE REYES,YUCATAN,HOMBRE,VIUDO,1,0
TSU EN MECANICA AUTOMOTRIZ - TSU EN MECANICA INDUSTRIAL,CECYTEH PLANTEL PACHUCA,ATLAPEXCO,HIDALGO,HOMBRE,VIUDO,8,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL JALTOCAN,TLANCHINOL,JALISCO,HOMBRE,DIVORCIADO,5,0
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,HIDALGO,MUJER,VIUDO,10,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL JALTOCAN,YAHUALICA,PUEBLA,MUJER,CASADO,5,0
TSU EN MERCADOTECNIA,COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,YUCATAN,MUJER,DIVORCIADO,6,0
TSU EN MERCADOTECNIA,COBAEH ATLAPEXCO,ATLAPEXCO,YUCATAN,MUJER,DIVORCIADO,8,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL SANTA CATARINA,ATLAPEXCO,YUCATAN,HOMBRE,DIVORCIADO,9,1
TSU EN CONSTRUCCION,COBAEH PLANTEL MECATLAN,YAHUALICA,PUEBLA,HOMBRE,CASADO,6,0
TSU EN GASTRONOMIA,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,JALISCO,HOMBRE,DIVORCIADO,10,1
TSU EN AGROBIOTECNOLOGIA,COBAEH PLANTEL SANTA CATARINA,TLANCHINOL,YUCATAN,MUJER,VIUDO,3,0
TSU EN GASTRONOMIA,COBAEH PLANTEL SANTA CATARINA,YAHUALICA,JALISCO,HOMBRE,VIUDO,4,0
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL TIANGUISTENGO,TLANCHINOL,HIDALGO,HOMBRE,VIUDO,9,1
TSU EN MECATRONICA Area Automatizacion,CECYTEH PLANTEL PACHUCA,ATLAPEXCO,JALISCO,MUJER,VIUDO,4,0
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH ATLAPEXCO,TLANCHINOL,JALISCO,MUJER,DIVORCIADO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NO. 83,HUEJUTLA DE REYES,YUCATAN,HOMBRE,CASADO,2,0
TSU EN MERCADOTECNIA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,ATLAPEXCO,MEXICO,MUJER,SOLTERO,10,1
TSU EN CONTADURIA,CONALEP CIUDAD AZTECA,ATLAPEXCO,MEXICO,MUJER,VIUDO,10,1
TSU EN GASTRONOMIA,CECYTE ATLAPEXCO,TLANCHINOL,PUEBLA,MUJER,SOLTERO,9,1
TSU EN MECATRONICA Area Automatizacion,COBAEH PLANTEL JALTOCAN,ATLAPEXCO,PUEBLA,MUJER,SOLTERO,7,0
TSU EN CONSTRUCCION,CBTA # 5 (HUEJUTLA),YAHUALICA,MEXICO,HOMBRE,DIVORCIADO,9,1
TSU EN PROCESOS ALIMENTARIOS,CECYTEH PLANTEL SAN FELIPE,HUEJUTLA DE REYES,HIDALGO,HOMBRE,VIUDO,10,1
TSU EN AGROBIOTECNOLOGIA,COBAEH HUEJUTLA,TLANCHINOL,YUCATAN,HOMBRE,VIUDO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL TEHUETLAN,TLANCHINOL,YUCATAN,HOMBRE,VIUDO,10,1
TSU EN CONSTRUCCION,CBTA # 5 (HUEJUTLA),ATLAPEXCO,HIDALGO,HOMBRE,SOLTERO,8,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,INSTITUTO TECNOLOGICO DE EDUCACION MEDIA SUPERIOR,YAHUALICA,HIDALGO,MUJER,VIUDO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",CBTA # 5 (HUEJUTLA),ATLAPEXCO,MEXICO,HOMBRE,VIUDO,10,1
TSU EN CONTADURIA,COBAEH PLANTEL MECATLAN,ATLAPEXCO,PUEBLA,HOMBRE,CASADO,9,1
TSU EN MECATRONICA Area Automatizacion,COBAEH HUEJUTLA,TLANCHINOL,HIDALGO,MUJER,DIVORCIADO,8,1
TSU EN PROCESOS ALIMENTARIOS,COBAEH PLANTEL MECATLAN,ATLAPEXCO,PUEBLA,MUJER,VIUDO,1,0
TSU EN CONSTRUCCION,CECYTEH PLANTEL PACHUCA,HUEJUTLA DE REYES,JALISCO,MUJER,VIUDO,9,1
TSU EN TECNOLOGIAS DE LA INFORMACION AREA DE SOFTWARE MULTIPLATAFORMA,COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,YUCATAN,HOMBRE,DIVORCIADO,8,1
TSU EN MERCADOTECNIA,COBAEH PLANTEL JALTOCAN,ATLAPEXCO,MEXICO,MUJER,DIVORCIADO,10,1
"TSU EN EMPRENDIMIENTO, FORMULACION Y EVALUACION DE PROYECTOS",COBAEH HUEJUTLA,TLANCHINOL,YUCATAN,MUJER,SOLTERO,2,0
TSU EN MERCADOTECNIA,COBAEH PLANTEL TEHUETLAN,ATLAPEXCO,MEXICO,MUJER,SOLTERO,9,1
TSU EN PROCESOS ALIMENTARIOS,BACHILLERATO DEL ESTADO DE HIDALGO (PLANTEL YAHUALICA),YAHUALICA,JALISCO,HOMBRE,SOLTERO,9,1
TSU EN CONSTRUCCION,COBAEH PLANTEL MECATLAN,TLANCHINOL,YUCATAN,MUJER,DIVORCIADO,10,1
